어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
상떼앙팡어린이집,경기도,광주시,가정,20,7,"경기도 광주시 태봉로 77 304동 102호(태전동, 성원상떼빌3단지아파트)",031-763-3910,031-763-3910,4,,5,Y,,2020-05-08
새그린어린이집,경기도,광주시,민간,99,10,경기도 광주시 회덕길28번길 88 (회덕동),031-768-5735,031-768-5736,8,,13,Y,,2020-05-08
새샘어린이집,경기도,광주시,민간,72,12,경기도 광주시 오포읍 오포안로 263,031-767-4279,031-766-0426,5,,6,Y,,2020-05-08
아이나라어린이집,경기도,광주시,가정,17,7,경기도 광주시 양촌안길 35-17 세양아파트101동104호,070-8272-0975,031-766-0975,3,,4,Y,,2020-05-08
아이누리어린이집,경기도,광주시,민간,49,9,경기도 광주시 회안대로 637-36 경남아너스빌 2단지 관리동,031-768-9786,,5,,6,Y,,2020-05-08
아이뜰어린이집,경기도,광주시,민간,20,3,경기도 광주시 경안천로 91 108동 부속건물,031-762-5591,,3,,4,N,,2020-05-08
아이랜드어린이집,경기도,광주시,민간,99,13,경기도 광주시 곤지암읍 평촌길 38-20,031-763-2228,031-763-2906,9,,9,Y,,2020-05-08
아이러브키즈어린이집,경기도,광주시,가정,16,4,경기도 광주시 오포읍 새말길 98 104동 102호(용마신현타운),031-711-7735,031-717-7734,3,,4,N,,2020-05-08
아이별어린이집,경기도,광주시,민간,38,4,경기도 광주시 탄벌길37번길 10,031-797-5794,,4,,6,Y,,2020-05-08
아이비어린이집,경기도,광주시,민간,39,7,경기도 광주시 벌원길 61  -1 현대아파트 상가 101호,031-762-3522,031-764-5480,5,,6,Y,,2020-05-08
아이사랑어린이집,경기도,광주시,가정,20,4,경기도 광주시 태전동로 16 이편한세상태전2차아파트 202동 103호,031-797-5955,031-797-5955,3,,5,N,,2020-05-08
아이세상 어린이집,경기도,광주시,가정,17,7,경기도 광주시 퇴촌면 광동로56번길 18-7 예림빌리지 A동 101호,031-767-7972,031-767-7971,3,,4,Y,,2020-05-08
아이꿈터어린이집,경기도,광주시,가정,20,5,경기도 광주시 경충대로 555-5 엘지아파트101동 106호,070-7550-3351,070-7550-3351,4,,4,Y,,2020-05-08
아이잼어린이집,경기도,광주시,가정,20,5,경기도 광주시 태봉로 110 107동 102호(태전아이파크A),031-762-1232,,3,,4,N,,2020-05-08
알곡어린이집,경기도,광주시,민간,31,6,경기도 광주시 광주대로105번길 17 (송정동),031-766-7713,,4,,4,Y,,2020-05-08
앙팡어린이집,경기도,광주시,가정,19,5,경기도 광주시 오포읍 능평로 38 현대아이파크아파트 102-105,031-726-0666,031-726-0666,3,,4,N,,2020-05-08
애플비어린이집,경기도,광주시,민간,109,10,경기도 광주시 중앙로175번길 28 (송정동),031-762-3338,031-762-3338,8,,13,Y,,2020-05-08
양문어린이집,경기도,광주시,법인·단체,84,11,경기도 광주시 오포읍 세피내길 18,031-8027-2993,031-8027-2995,7,,14,Y,,2020-05-08
양우좋은나무어린이집,경기도,광주시,가정,20,1,경기도 광주시 오포읍 수렁개들길32번길 50 102동 102호,031-763-0103,,3,,7,N,,2020-05-08
엄마Mom어린이집,경기도,광주시,가정,19,5,경기도 광주시 오포읍 새말길 160 나이스빌 101호,031-712-7726,,3,,4,N,,2020-05-08
엄마누리i 어린이집,경기도,광주시,가정,20,7,경기도 광주시 모개미길 46,070-8274-5166,031-764-7166,3,,4,Y,,2020-05-08
엘림어린이집,경기도,광주시,가정,13,6,경기도 광주시 역동로90번길 14 우덕센스빌 마동 101호(역동),031-764-9188,031-764-9188,2,,3,Y,,2020-05-08
솔로몬어린이집,경기도,광주시,가정,19,5,경기도 광주시 초월읍 현산로 99 104동 103호,031-762-3036,,3,,4,Y,,2020-05-08
송정어린이집,경기도,광주시,국공립,91,13,경기도 광주시 중앙로203번길 5 (송정동),031-769-4991,031-769-4992,6,,13,N,,2020-05-08
수피아어린이집,경기도,광주시,민간,127,17,경기도 광주시 오포읍 수레실길 176-11,031-711-6455,031-8022-6455,10,,16,Y,,2020-05-08
숲속반디어린이집,경기도,광주시,민간,27,7,경기도 광주시 회안대로 637-35 경남아너스빌 1단지관리동,031-699-0698,,4,,5,N,,2020-05-08
숲속작은어린이집,경기도,광주시,가정,20,5,경기도 광주시 경충대로1461번길 43 101동 104호(광주센트럴푸르지오아파트),031-765-0555,,4,,5,N,,2020-05-08
심포니 어린이집,경기도,광주시,가정,15,3,경기도 광주시 도척면 도척로 404-6 제103동 제106호 광주근형심포니아파트,031-763-8202,031-763-8202,3,,4,N,,2020-05-08
아가사랑어린이집,경기도,광주시,가정,20,1,경기도 광주시 초월읍 경충대로 1010-4,031-765-5513,031-765-5513,4,,4,Y,,2020-05-08
아띠 어린이집,경기도,광주시,민간,69,9,경기도 광주시 초월읍 경충대로 1337-50,031-765-9879,031-768-4679,6,,7,Y,,2020-05-08
경안뜰어린이집,경기도,광주시,민간,49,9,경기도 광주시 경안로 87-38,031-761-4847,,4,,9,Y,,2020-05-08
경안어린이집,경기도,광주시,민간,120,18,경기도 광주시 역동로10번길 16-3,031-761-1323,031-761-1321,10,,16,Y,,2020-05-08
고산어린이집,경기도,광주시,국공립,99,14,경기도 광주시 오포읍 포은대로 448-2,031-766-2628,031-767-9628,6,,16,Y,,2020-05-08
고은맘어린이집,경기도,광주시,민간,26,5,경기도 광주시 초월읍 경충대로 923 관리동 1층,031-763-2884,031-763-2884,3,,4,Y,,2020-05-08
곤지암베이비어린이집,경기도,광주시,가정,19,7,"경기도 광주시 곤지암읍 곤지암로 108 203동 102호(곤지암리, 곤지암쌍용2차아파트)",031-762-8770,031-762-8770,3,,4,N,,2020-05-08
가온어린이집,경기도,광주시,가정,17,4,경기도 광주시 태재로 137-6 한성하이츠빌라 A동 102호,031-726-3280,,3,,4,Y,,2020-05-08
광주어린이집,경기도,광주시,국공립,85,16,경기도 광주시 파발로 202 (탄벌동),031-761-5680,031-761-5685,6,,16,N,,2020-05-08
광주제일어린이집,경기도,광주시,민간,106,11,경기도 광주시 포은대로 715-34,031-766-5279,031-767-5279,6,,15,Y,,2020-05-08
궁평어린이집,경기도,광주시,국공립,54,9,경기도 광주시 도척면 궁뜰길14번길 12-5,031-764-0796,031-769-0796,4,,8,Y,,2020-05-08
그린나래어린이집,경기도,광주시,민간,39,7,경기도 광주시 오포읍 창뜰아랫길 63-8,070-4175-2222,,6,,13,N,,2020-05-08
글로벌어린이집,경기도,광주시,가정,19,5,"경기도 광주시 경안로 104 102동 108호(경안동, 해태)",031-761-2434,,3,,4,N,,2020-05-08
하임어린이집,경기도,광주시,가정,20,6,경기도 광주시 태전동로 54 태전힐스테이트아파트 1518동 101호,070-8623-7940,070-8623-7940,3,,4,N,,2020-05-08
하하키즈어린이집,경기도,광주시,민간,69,10,경기도 광주시 오포읍 현곡길 5-55 (추자리 193번지),031-797-7747,,5,,8,Y,,2020-05-08
한벌자연어린이집,경기도,광주시,민간,159,19,경기도 광주시 탄벌길 100-13 탄벌동354-3,031-699-3033,,10,,16,Y,,2020-05-08
한사랑꿈나무어린이집,경기도,광주시,민간,46,10,경기도 광주시 곤지암로 152,031-797-0646,031-797-8646,4,,5,Y,,2020-05-08
한아람어린이집,경기도,광주시,국공립,42,10,경기도 광주시 태성로 107 태전동 힐스테이트 7블럭 관리동,031-768-1539,,4,,8,N,,2020-05-08
함께하는어린이집,경기도,광주시,가정,20,4,경기도 광주시 회안대로 637-35 경남아너스빌 102동 104호,031-8028-6337,031-8028-6337,3,,8,N,,2020-05-08
하은어린이집,경기도,광주시,가정,19,4,경기도 광주시 오포읍 마루들길 226 203동 101호(쌍용2차아파트),031-699-8033,031-699-8033,3,,4,Y,,2020-05-08
해든어린이집,경기도,광주시,민간,42,8,경기도 광주시 순암로36번길 41 e편한세상아파트 5단지 관리동 1층,031-798-1227,,4,,6,N,,2020-05-08
해링턴어린이집,경기도,광주시,민간,67,12,경기도 광주시 고불로 87 관리동,031-764-0336,,4,,7,N,,2020-05-08
해밀숲어린이집,경기도,광주시,민간,138,19,경기도 광주시 이배재로 410-140,031-761-4325,,9,,21,Y,,2020-05-08
해솔어린이집,경기도,광주시,가정,19,3,경기도 광주시 오포읍 오포로 627-19 신영프로방스아파트 106동 102호,031-798-3641,050-414-6264,3,,4,N,,2020-05-08
해피사랑어린이집,경기도,광주시,민간,106,16,경기도 광주시 오포읍 창뜰윗길6번길 29,031-726-9224,031-726-9222,8,,13,Y,,2020-05-08
햇빛어린이집,경기도,광주시,사회복지법인,58,12,경기도 광주시 초월읍 지월로55번길 24-4,031-798-3141,031-798-3140,5,,7,Y,,2020-05-08
조아어린이집,경기도,구리시,민간,140,14,경기도 구리시 건원대로99번길 132,031-564-1004,031-569-9093,8,2,,Y,cafe.naver.com/joapreschool,2021-06-21
주공이지 어린이집,경기도,구리시,가정,20,6,"경기도 구리시 건원대로76번길 39 211동 103호(인창동, 주공2단지아파트)",031-512-8602,,3,1,,N,,2021-06-21
초록빛어린이집,경기도,구리시,가정,20,7,"경기도 구리시 갈매중앙로 16 704동 102호(갈매동, 대우푸르지오아파트)",031-571-7321,,3,0,,N,,2021-06-21
토리랑어린이집,경기도,구리시,가정,15,5,"경기도 구리시 건원대로34번길 77 609동 102호(인창동, 인창6단지주공아파트)",031-552-2255,031-523-2201,3,0,,N,,2021-06-21
푸른어린이집,경기도,구리시,가정,20,8,"경기도 구리시 체육관로 54 101동 107호(수택동, 엘지원앙아파트)",031-556-1060,031-556-1060,3,0,,N,,2021-06-21
피터팬어린이집,경기도,구리시,가정,20,12,"경기도 구리시 체육관로 122 102동 107호(교문동, 동방)",031-566-1930,031-566-1930,3,0,,Y,,2021-06-21
하솜어린이집,경기도,구리시,가정,20,9,"경기도 구리시 경춘북로 252 806동 101호(갈매동, 갈매역아이파크)",070-8802-8203,,3,0,,N,,2021-06-21
한빛꼬마어린이집,경기도,구리시,가정,20,7,"경기도 구리시 응달말로52번길 10 101동 106호(인창동, 정은스카이빌)",031-556-8287,031-556-8298,3,0,,Y,,2021-06-21
해이든어린이집,경기도,구리시,민간,70,9,경기도 구리시 동구릉로238번길 20 한진그랑빌아파트 단지내 꽃뜰어린이집 (인창동),031-512-2114,031-514-4114,5,1,,Y,,2021-06-21
홍익어린이집,경기도,구리시,가정,17,10,"경기도 구리시 건원대로76번길 134 402동 104호(인창동, 인창주공4단지아파트)",031-567-0063,031-567-0063,3,0,,Y,,2021-06-21
토마토어린이집,경기도,구리시,가정,20,5,"경기도 구리시 동구릉로129번길 24 104동 103호(인창동, 성원)",031-516-5235,,3,0,,Y,,2021-06-21
토평사임당어린이집,경기도,구리시,가정,20,9,"경기도 구리시 장자호수길 125 103동 102호(토평동, 토평마을e편한세상아파트)",031-558-7942,031-557-7942,3,0,,N,,2021-06-21
토평어린이집,경기도,구리시,민간,27,7,경기도 구리시 장자호수길 125 토평마을e편한세상아파트 단지내 토평어린이집,031-555-1753,031-555-1763,4,0,,Y,,2021-06-21
나눔애어린이집,경기도,구리시,민간,96,12,"경기도 구리시 검배로59번길 30 상가동(수택동, 유현아파트)",031-567-5515,031-567-5516,5,1,,Y,,2021-06-21
남양아이꿈 어린이집,경기도,구리시,민간,21,8,경기도 구리시 경춘로276번길 67-40 남양 아이좋은집 아파트 내 상가 1층 (수택동),031-564-2255,031-564-2255,3,0,,N,,2021-06-21
더샵나인힐스어린이집,경기도,구리시,가정,20,6,"경기도 구리시 갈매순환로 10 2009동 104호(갈매동,갈매더샵나인힐스)",031-528-1742,,4,0,,N,,2021-06-21
더샵사랑어린이집,경기도,구리시,민간,53,9,경기도 구리시 갈매순환로 10 갈매더샵나인힐스 관리동,031-572-3210,,5,1,,N,,2021-06-21
도담어린이집,경기도,구리시,가정,18,4,"경기도 구리시 벌말로 226 501동 101호(수택동, 토평주공아파트)",031-555-4458,,3,0,,Y,,2021-06-21
동심어린이집,경기도,구리시,가정,20,5,"경기도 구리시 수택천로 60 102동 105호(수택동, 수택주공아파트)",031-558-1106,031-558-1106,3,0,,N,,2021-06-21
동화나라어린이집,경기도,구리시,가정,20,7,"경기도 구리시 동구릉로103번길 61 104동 104호(인창동, 동양주택조합)",031-513-8698,031-513-8698,4,0,,N,,2021-06-21
두산어린이집,경기도,구리시,가정,16,8,"경기도 구리시 체육관로113번길 45 109동 105호(교문동, 구리두산아파트)",031-556-9665,031-551-0091,3,0,,Y,,2021-06-21
뜰에빛어린이집,경기도,구리시,민간,50,10,경기도 구리시 갈매중앙로 45 관리동,031-571-6696,,5,1,,N,,2021-06-21
리틀꿈초롱어린이집,경기도,구리시,가정,19,6,"경기도 구리시 동구릉로238번길 20 106동 101호(인창동, 한진그랑빌아파트)",031-568-3780,,3,0,,N,,2021-06-21
마을과아이들어린이집,경기도,구리시,민간,49,10,경기도 구리시 응달말로 32,031-567-2004,031-567-2032,7,0,,N,,2021-06-21
별하어린이집,경기도,구리시,가정,20,7,"경기도 구리시 체육관로 45 105동 102호(교문동, 구리우성한양아파트)",031-514-0747,,4,1,,N,,2021-06-21
사랑숲어린이집,경기도,구리시,가정,20,7,"경기도 구리시 동구릉로129번길 23 101동 103호(인창동,인창2차 이-편한세상)",031-562-5625,,3,0,,N,,2021-06-21
산마루어린이집,경기도,구리시,민간,64,10,"경기도 구리시 산마루로 46 관리동(갈매동,갈매4단지)",031-571-2203,031-8963-8741,6,1,,N,,2021-06-21
새봄어린이집,경기도,구리시,가정,20,6,"경기도 구리시 갈매중앙로 25 601동 102호 (갈매동, 갈매6단지)",031-512-2146,,3,0,,N,,2021-06-21
샛별어린이집,경기도,구리시,민간,25,6,경기도 구리시 동구릉로 114 현대아파트 관리동 2층 (인창동),031-555-8562,031-555-8562,3,0,,Y,,2021-06-21
숲속어린이집,경기도,구리시,가정,20,7,"경기도 구리시 갈매중앙로 131 312동 102호(갈매동, 한라비발디)",031-527-0132,031-527-0132,4,0,,N,,2021-06-21
시립갈매스위첸어린이집,경기도,구리시,국공립,93,14,경기도 구리시 갈매중앙로 25 갈매6단지아파트 내,031-528-3350,,6,1,,N,,2021-06-21
시립갈매푸르지오어린이집,경기도,구리시,국공립,48,9,경기도 구리시 갈매중앙로 16 푸르지오아파트 내,031-573-8739,031-573-8740,4,0,,N,,2021-06-21
시립동구어린이집,경기도,구리시,국공립,178,28,경기도 구리시 동구릉로 217-16 동구동,031-557-8698,031-557-1525,9,2,,Y,,2021-06-21
시립새빛어린이집,경기도,구리시,국공립,69,11,경기도 구리시 갈매순환로 143 관리동,031-574-5679,031-573-5679,5,1,,N,,2021-06-21
시립수택어린이집,경기도,구리시,국공립,69,10,경기도 구리시 안골로64번길 10 이편한세상 수택 센트럴파크 내,031-555-5490,031-555-5497,4,1,,N,,2021-06-21
신광어린이집,경기도,구리시,민간,99,14,경기도 구리시 동구릉로 217-9 (인창동),031-562-1333,031-566-0320,7,1,,Y,http://sgkids.kidswon.com,2021-06-21
아기둥지어린이집,경기도,구리시,가정,20,7,"경기도 구리시 동구릉로85번길 57 403동 108호(인창동, 삼성아파트)",031-557-1281,031-624-2281,3,1,,Y,cafe.daum.net/babynestguri,2021-06-21
아이나무어린이집,경기도,구리시,가정,20,4,"경기도 구리시 장자대로37번길 20 101동 101호(교문동, 교문동양고속아파트)",031-515-4549,,3,0,,N,,2021-06-21
아이빛나어린이집,경기도,구리시,가정,18,5,"경기도 구리시 체육관로 40 302동 105호(수택동, 한성)",031-569-0579,031-569-0579,3,0,,N,,2021-06-21
시립장자어린이집,경기도,구리시,국공립,45,8,경기도 구리시 장자대로 34 (교문동),031-555-5788,031-568-5788,4,0,,N,,2021-06-21
시립토평마을어린이집,경기도,구리시,국공립,120,23,경기도 구리시 벌말로129번길 50 (토평동),031-551-7942,031-556-2004,7,2,,N,,2021-06-21
시온어린이집,경기도,구리시,가정,19,5,"경기도 구리시 체육관로 69 201동 104호(교문동, 하나아파트)",031-551-8777,031-551-8777,3,0,,N,,2021-06-21
시찌다어린이집,경기도,구리시,가정,20,6,경기도 구리시 장자대로1번길 62-23,031-558-5152,,2,1,,Y,,2021-06-21
아가궁전어린이집,경기도,구리시,가정,15,7,"경기도 구리시 건원대로34번길 77 602동 102호(인창동, 주공6단지아파트)",031-567-5575,,3,0,,N,,2021-06-21
아띠어린이집,경기도,구리시,민간,87,8,경기도 구리시 체육관로 59 (교문동),031-566-7017,031-551-9054,4,1,,Y,,2021-06-21
아름어린이집,경기도,구리시,민간,41,7,경기도 구리시 동구릉로85번길 17 (인창동),031-553-1001,031-553-1399,5,0,,Y,,2021-06-21
아이랑어린이집,경기도,구리시,가정,19,5,"경기도 구리시 원수택로 20 101동 105호(수택동, 쌍용아파트)",031-567-4796,031-567-4796,3,0,,N,,2021-06-21
아이스타어린이집,경기도,구리시,가정,20,8,"경기도 구리시 산마루로 46 412동 103호(갈매동, 갈매스타힐스)",070-8879-2222,,3,0,,N,,2021-06-21
아이조아어린이집,경기도,구리시,가정,20,7,"경기도 구리시 갈매중앙로 16 706동 104호(갈매동, 대우 푸르지오아파트)",031-527-3233,031-527-3233,3,0,,N,,2021-06-21
